Comment,City,Comment Type,Critique Category,Response Category,Perception Type,racist,Reasoning,Raw Response,Comment_ask a genuine question,Comment_ask a rhetorical question,Comment_provide a fact or claim,Comment_provide an observation,Comment_express their opinion,Comment_express others opinions,Critique_money aid allocation,Critique_government critique,Critique_societal critique,Response_solutions/interventions,Perception_personal interaction,Perception_media portrayal,Perception_not in my backyard,Perception_harmful generalization,Perception_deserving/undeserving,Racist_Flag
"He claimed there was no state strategy to tackle the housing crisis [ORGANIZATION], but all that has changed.",scranton,"provide a fact or claim, express others opinions",government critique,solutions/interventions,"[]
racist: [No]
Reasoning: The comment reports on someone's past claim about the lack of state strategy for housing crisis (expressing others' opinions and providing a fact/claim), critiques government by highlighting",No,"The comment reports on someone's past claim about the lack of state strategy for housing crisis (expressing others' opinions and providing a fact/claim), critiques government by highlighting","Comment Type: [provide a fact or claim, express others opinions]
Critique Category: [government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment reports on someone's past claim about the lack of state strategy for housing crisis (expressing others' opinions and providing a fact/claim), critiques government by highlighting",0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"PERSON0. [ORGANIZATION], [ORGANIZATION]. For services to [ORGANIZATION]. [ORGANIZATION], [ORGANIZATION]",fayetteville,provide a fact or claim,,solutions/interventions,"[]
Racist: [No]
Reasoning: The content appears to be a factual statement listing entities and services, likely related to support for homelessness (e.g., organizations providing aid), without critique, opinions, or biases; it implies interventions through mentioned services.",No,"The content appears to be a factual statement listing entities and services, likely related to support for homelessness (e.g., organizations providing aid), without critique, opinions, or biases; it implies interventions through mentioned services.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The content appears to be a factual statement listing entities and services, likely related to support for homelessness (e.g., organizations providing aid), without critique, opinions, or biases; it implies interventions through mentioned services.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"[ORGANIZATION] and [ORGANIZATION], [ORGANIZATION] for services to [ORGANIZATION], [PERSON], ORG2 for services to [PERSON] and to the community in [ORGANIZATION] PERSON1, Domestic Abuse Advocate for services to [ORGANIZATION], for services to the community in [ORGANIZATION], GPE2 of Merton, particularly during [ORGANIZATION], [ORGANIZATION] Manager, [ORGANIZATION], ORG3 for services to [ORGANIZATION], Artistic Director and Conductor, [LOCATION] for services to [ORGANIZATION], Head of Safety and [ORGANIZATION]urity, [ORGANIZATION] for services to [ORGANIZATION], [ORGANIZATION], ORG6 for services to [PERSON] in GPE3 PERSON8, Technical Support Partner, ORG7 for services to the community in [ORGANIZATION], lately [ORGANIZATION], ORG8 for services to the ORG9 PERSON10, Programme and Policy Manager, ORG10, [ORGANIZATION] for services to [ORGANIZATION] PERSON11, Station Manager, [PERSON] and FAC0, [ORGANIZATION] ern Railway for services to [ORGANIZATION] PERSON12, for services to [ORGANIZATION] [ORGANIZATION] Reginald Roy Pierce, lately [ORGANIZATION], ORG13, ORG14 for services to [ORGANIZATION] [PERSON], [PERSON], [PERSON] and [PERSON] for services to [ORGANIZATION] and to Medicine PERSON14, for voluntary services to the community in [PERSON] PERSON15, Community Engagement Manager, ORG16 for services to [ORGANIZATION] and to Charity in LOC0 PERSON16, Head of Nursing for [ORGANIZATION] and New Roles, ORG9 [LOCATION] for services to Nursing PERSON17, [ORGANIZATION], ORG18 for services to ORG19 and to the community in [LOCATION] PERSON18, [LOCATION], ORG21, ORG22 for services to ORG23 PERSON19, Deputy Head of [ORGANIZATION], ORG3 for services to [ORGANIZATION] PERSON20, for services to [ORGANIZATION] and Remembrance PERSON21, [PERSON] and [ORGANIZATION], [PERSON] for services to [ORGANIZATION] and to Refugees PERSON22, for services to [ORGANIZATION] and to the community in LOC2 PERSON23, for services to [ORGANIZATION] in GPE7 PERSON24, [PERSON] for charitable services to the community in [PERSON], for services to [PERSON] and to the community in [LOCATION], GPE9, particularly during DATE1 PERSON26, for services to [PERSON] and to the community in [LOCATION], GPE9, particularly during [ORGANIZATION] PERSON27, [ORGANIZATION], Patient and [ORGANIZATION], [PERSON] ORG26 Trust for services to ORG26 PERSON28, Head of Prosecutions, GPE9 Police for services to Policing PERSON29, Co-[PERSON] and Owner, [ORGANIZATION] services to Business and to the Voluntary [ORGANIZATION]tor in [ORGANIZATION]0 and [ORGANIZATION] PERSON30, [PERSON] and [ORGANIZATION], Give a Dog a Boneand an Animal a Home for services to Charity and to [ORGANIZATION] in Older People in [ORGANIZATION]1 PERSON31, for services to the Environment in [ORGANIZATION]2 PERSON32, for services to the community in [ORGANIZATION]3, [ORGANIZATION]4 PERSON33, for services to [ORGANIZATION] and to Diversity PERSON34, for services to ORG28 and to the community in [ORGANIZATION]5 and [ORGANIZATION]6, [ORGANIZATION]7 PERSON35, for services to the community in [ORGANIZATION]8, [ORGANIZATION]0 PERSON36, [PERSON], ORG29 for services to [ORGANIZATION] PERSON37, Strategy and Protocol Project Manager, ORG3 for services to [ORGANIZATION] PERSON38, [ORGANIZATION], [ORGANIZATION], Administrator and [ORGANIZATION] Ambassador for services to Pickleball [PERSON], for services to the community through the ORG30 in [ORGANIZATION]9, GPE20 PERSON39, Paralympic Wheelchair Tennis Player for services to Sport PERSON40, [PERSON] and Director, ORG31 for services to [PERSON] PERSON41, lately Head of ORG32, [ORGANIZATION] to ORG34 PERSON42, for services to ORG35 and to ORG36 PERSON43, [ORGANIZATION] for services to ORG28 PERSON44, for services to ORG37 and to the community in [ORGANIZATION]7 [PERSON], Researcher for voluntary service to [ORGANIZATION] and their Families PERSON46, for services to Music and to Charity PERSON47, for services to the community in GPE21, Staffordshire particularly during Covid-19 PERSON48, Boxing [ORGANIZATION] and Official for services to Amateur Boxing in GPE22 PERSON49, for services to [ORGANIZATION] in [PERSON], for services to ORG38 Stead, Leader, ORG39 for services to [PERSON] in GPE23, GPE24 PERSON51, for voluntary services to Swimming in GPE7 PERSON52, [PERSON], Teacher and Conductor for services to [LOCATION], for services to [ORGANIZATION] PERSON54, Director, [PERSON] and Project Manager, [LOCATION]0 for services to [ORGANIZATION] PERSON55, lately [ORGANIZATION], [LOCATION]1 for services to [PERSON] and to the community in GPE25 and GPE26 PERSON56, Emergency Response [PERSON], [LOCATION]2 for services to [ORGANIZATION] PERSON57 PERSON58, Director, GPE27 and [ORGANIZATION] and [ORGANIZATION] for services to the community in GPE28 PERSON59, for services to [LOCATION]3 and to the community in GPE29, [PERSON] PERSON60, [PERSON] and lately [ORGANIZATION], [LOCATION]4 for services to Fundraising for the ORG9 and to the community in GPE31, GPE32 of Yorkshire PERSON61, lately Manager, [LOCATION]5, [ORGANIZATION], [ORGANIZATION]2 for services to [ORGANIZATION] Ernest Reginald [ORGANIZATION]5, for services to [LOCATION]6, [PERSON] during [ORGANIZATION] PERSON63, [PERSON] and [ORGANIZATION] Officer, [LOCATION]7 for services to Charity PERSON64, lately [LOCATION]8, [LOCATION]9 for services to [PERSON] and to the community in GPE34 PERSON65, lately [ORGANIZATION]0, [ORGANIZATION]1 for services to [ORGANIZATION] during DATE1 PERSON66, [ORGANIZATION], GPE35 GPE36 for services to Conservation and Wildlife PERSON67, for services to the community in [LOCATION], [PERSON], [ORGANIZATION], [ORGANIZATION]2 for services to [ORGANIZATION] PERSON69, Member, [ORGANIZATION]3, [ORGANIZATION]4 for services to [PERSON] in GPE39 PERSON70, President, GPE40, GPE41 and GPE42, [LOCATION]2 for voluntary service to [ORGANIZATION]5 PERSON71, Team Leader, [ORGANIZATION]6 for services to [ORGANIZATION]7 PERSON72, for services to the community in GPE43, [PERSON], Swimming [ORGANIZATION] for services to Swimming and to the community in [LOCATION], GPE39 PERSON74",fayetteville,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[ORGANIZATION], [ORGANIZATION], who has spent [PERSON] of his life homeless, wants a [STREET] to live above all else, he said.",fayetteville,"provide a fact or claim, express their opinion",,solutions/interventions,"[personal interaction]
Racist: [No]
Reasoning: The comment provides factual details about the individual's homeless experience",No,The comment provides factual details about the individual's homeless experience,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
Racist: [No]
Reasoning: The comment provides factual details about the individual's homeless experience",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"Close to [ADDRESS] to live, according to a previous article published in [ORGANIZATION]. ORG2 officials opened two emergency cold weather shelters early to help house the people who were living on that property.",fayetteville,provide a fact or claim,,solutions/interventions,"[]
Racist: [No]
Reasoning: The comment reports factual information from a previous article about the number of homeless people and describes official actions (opening shelters) as an intervention, without any critique, personal perceptions, opinions, or racial bias.",No,"The comment reports factual information from a previous article about the number of homeless people and describes official actions (opening shelters) as an intervention, without any critique, personal perceptions, opinions, or racial bias.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The comment reports factual information from a previous article about the number of homeless people and describes official actions (opening shelters) as an intervention, without any critique, personal perceptions, opinions, or racial bias.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"PERSON0. Chief Executive, [ORGANIZATION]. For services to [ORGANIZATION]. [ORGANIZATION], [ORGANIZATION]shire",fayetteville,provide a fact or claim,,solutions/interventions,"[]
Racist: [No]
Reasoning: The content states factual information about a person's role and recognition for services (implying interventions related to homelessness based on context), with no critiques, perceptions, or bias present.",No,"The content states factual information about a person's role and recognition for services (implying interventions related to homelessness based on context), with no critiques, perceptions, or bias present.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The content states factual information about a person's role and recognition for services (implying interventions related to homelessness based on context), with no critiques, perceptions, or bias present.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Compliance and Investigation Officer, [ORGANIZATION]. For services to [PERSON] in [ORGANIZATION]. [ORGANIZATION], [PERSON].",fayetteville,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PERSON0. [ORGANIZATION], [ORGANIZATION]. For services to [PERSON]. [PERSON], [PERSON]",fayetteville,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helping the needy is a command in the [PERSON], both materially and spiritually. This includes donating money and food and giving in a [STREET] that preserves a homeless persons dignity, according to [PERSON] speech, [ORGANIZATION] to End Poverty.",fayetteville,"provide a fact or claim, express others opinions",,solutions/interventions,"[]
racist: [No]
Reasoning: The comment references a religious or organizational command to help the needy (fact/claim) and attributes it to [PERSON] speech and [ORGANIZATION] (others' opinions), while suggesting charitable actions",No,"The comment references a religious or organizational command to help the needy (fact/claim) and attributes it to [PERSON] speech and [ORGANIZATION] (others' opinions), while suggesting charitable actions","Comment Type: [provide a fact or claim, express others opinions]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment references a religious or organizational command to help the needy (fact/claim) and attributes it to [PERSON] speech and [ORGANIZATION] (others' opinions), while suggesting charitable actions",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Sen. [PERSON] is indeed the best [PERSON]. The Van, which supported the dignity of our homeless population even through the pandemic by helping them secure essentials like clothes, food and toothpaste, deserves accolades and support. Discoverys reign as the best gay bar should not and has not been challenged.",fayetteville,"provide a fact or claim, express their opinion",,solutions/interventions,"[]
racist: [No]
Reasoning: The comment expresses positive opinions about a senator, a support program for homeless people (The Van), and a gay bar, while providing claims about The Van's interventions (e.g., providing essentials during the pandemic); it praises these as solutions without critiques, biases, or specific perceptions.",No,"The comment expresses positive opinions about a senator, a support program for homeless people (The Van), and a gay bar, while providing claims about The Van's interventions (e.g., providing essentials during the pandemic); it praises these as solutions without critiques, biases, or specific perceptions.","Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment expresses positive opinions about a senator, a support program for homeless people (The Van), and a gay bar, while providing claims about The Van's interventions (e.g., providing essentials during the pandemic); it praises these as solutions without critiques, biases, or specific perceptions.",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"[PERSON] staff is nearing completion of a draft ordinance intended to shape future growth and create more affordable housing stock in the growing [ORGANIZATION], [ORGANIZATION] reported.",fayetteville,provide a fact or claim,,solutions/interventions,"[]
racist: [No]
Reasoning: The text reports factual information about a draft ordinance aimed at increasing affordable housing, which serves as a potential solution to homelessness-related issues;",No,"The text reports factual information about a draft ordinance aimed at increasing affordable housing, which serves as a potential solution to homelessness-related issues;","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The text reports factual information about a draft ordinance aimed at increasing affordable housing, which serves as a potential solution to homelessness-related issues;",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Executive for services to [ORGANIZATION], [ORGANIZATION], [ORGANIZATION] in [ORGANIZATION] for services to [ORGANIZATION] Dr PERSON1, Volunteers Co-ordinator, ORG2 for services to [ORGANIZATION], [PERSON], ORG3 for services to [ORGANIZATION] by [ORGANIZATION], [LOCATION], [LOCATION] for services to ORG5 PERSON4, Town Manager, [PERSON], GPE2 and [PERSON] and Deputy Chair, ORG6, [ORGANIZATION] of [PERSON] and [PERSON] for services to [ORGANIZATION] PERSON5 PERSON6, for services to the community in [ORGANIZATION], [PERSON] in Forensic Imaging, ORG7 for services to Forensic Investigations PERSON8, Policy Manager, [ORGANIZATION] for services to Equality in GPE7 PERSON9 PERSON10, [ORGANIZATION] and Artistic Director, ORG9 for services to the [ORGANIZATION] and to Marginalised [PERSON] in GPE8 Lt-Col Rtd PERSON11, Staff Officer, [ORGANIZATION]0, [ORGANIZATION]1 for services to the [ORGANIZATION]2 and to [ORGANIZATION], [ORGANIZATION] for services to [ORGANIZATION] PERSON13 PERSON14, lately Voluntary [ORGANIZATION] Officer, [LOCATION] FAC0 for services to ORG37, to the [ORGANIZATION] and to the community in [LOCATION], GPE6 PERSON15, [ORGANIZATION] and Culture Director, [ORGANIZATION]3 for services to the [ORGANIZATION] and Technology Industry PERSON16, [ORGANIZATION], [ORGANIZATION]4 for services to [ORGANIZATION] and to [ORGANIZATION] PERSON17, lately Head of [ORGANIZATION], [ORGANIZATION]5 and [PERSON], [ORGANIZATION]6 for services to [ORGANIZATION]7 in [PERSON]0 PERSON18, for services to ORG37 Reverend PERSON19, [PERSON] and [ORGANIZATION] Officer, [ORGANIZATION]8 for services to [ORGANIZATION]9 PERSON20, [ORGANIZATION], One Million Meals for services to the [ORGANIZATION] and to the community in [PERSON]1, [PERSON] of [ORGANIZATION] PERSON21, lately [ORGANIZATION], ORG21 and Chair, Master Ropemakersfor services to ORG22 and to the Charitable Sector PERSON22, [ORGANIZATION], ORG23 for services to [PERSON] and to ORG37 in [PERSON]3, [PERSON]4 PERSON23, [ORGANIZATION], ORG23 for services to [PERSON] and to ORG37 in [PERSON]3, [PERSON]4 PERSON24, [ORGANIZATION] Officer, [PERSON] for services to [ORGANIZATION] PERSON25, ORG25 [PERSON], ORG26, Guys and [PERSON] [ORGANIZATION] Foundation Trust for services to [ORGANIZATION], for services to Journalism and to Diversity in the Broadcasting Industry [PERSON], Director, ORG28 for services to [PERSON], [ORGANIZATION], [PERSON]5 Teaching Hospitals [ORGANIZATION] Trust, and [PERSON] and [PERSON], ORG29 for services to [ORGANIZATION] PERSON29, [ORGANIZATION] Manager, [ORGANIZATION] for services to [ORGANIZATION] PERSON5 PERSON30, [LOCATION], [ORGANIZATION] National Chair, ORG31 for services to the Economy and to ORG37 in [PERSON]6 PERSON31, Police Staff, ORG32 for services to [LOCATION] Dr PERSON32, [PERSON], Whittington Health [ORGANIZATION] Trust for services to [ORGANIZATION] PERSON33, lately [ORGANIZATION] Member, National Assembly for [PERSON]6 for Political and Public Service PERSON34, [PERSON] Advanced Nurse Practitioner, [ORGANIZATION] Highland for services to Nursing in Rural GPE7 Dr PERSON35, [ORGANIZATION], ORG36 for services to ORG37 and to ORG38 PERSON36 PERSON37, for services to [ORGANIZATION] PERSON38, Speaker and [PERSON] for services to People with HIV PERSON39, for services to [ORGANIZATION] PERSON40, Team [PERSON]er, [ORGANIZATION]1 for services to Defence PERSON41, [ORGANIZATION] and Director, ORG39 and [PERSON], [LOCATION]0, [LOCATION]1 for services to the Environment PERSON42, Head of [ORGANIZATION] Comms, Dept for [LOCATION]2 for services to Government Comms PERSON43, for services to [LOCATION]3 PERSON44, [ORGANIZATION], FAC1 for services to [PERSON] in [PERSON]7 Dr PERSON45, for voluntary and charitable services to the community in GPE7 PERSON46, [ORGANIZATION], [PERSON]8 Police for services to [LOCATION] and to [ORGANIZATION] PERSON47, Chair, [LOCATION]4, [LOCATION]5 for services to Equestrianism and to ORG37 PERSON48, lately [ORGANIZATION], [LOCATION]6",fayetteville,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[PERSON]. For services to [PERSON] and to the community in [ORGANIZATION], [ORGANIZATION], particularly during DATE0 [ORGANIZATION], [ORGANIZATION] Dr PERSON1. For services to [PERSON] and to the community in [ORGANIZATION], [ORGANIZATION], particularly during DATE0 [ORGANIZATION], [ORGANIZATION] PERSON2.",fayetteville,provide a fact or claim,,solutions/interventions,"[]
Racist: [No]
Reasoning: The content lists individuals recognized for services to homeless people and the community, particularly during a specific period (e.g., COVID), which provides factual claims about honors for interventions without critique, opinion, or biased perceptions.",No,"The content lists individuals recognized for services to homeless people and the community, particularly during a specific period (e.g., COVID), which provides factual claims about honors for interventions without critique, opinion, or biased perceptions.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The content lists individuals recognized for services to homeless people and the community, particularly during a specific period (e.g., COVID), which provides factual claims about honors for interventions without critique, opinion, or biased perceptions.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"A [ORGANIZATION] police raid on PERSON0 [PERSON] farmhouse caused a 150,000 mess when sheriffs deputies and [ORGANIZATION] officers rescued it from a trespassing homeless man - with the massive destruction leading to PERSON1 lawsuit announced in [LOCATION]. The misdemeanant helped himself to an ice cream bar, some milk and half a tomato, but was otherwise unarmed however, by the time the police standoff ended, the crime scene included more than 50 cop cars, a ORG1 team and backups, two helicopters, standby ambulances, a police robot, and a crisis negotiation team. Windows, walls and wrought-iron doors were destroyed tear gas and a flash bomb were employed. ORG2 suspects that the farmhouses isolation enticed police to decide that it presented an excellent training opportunity.",fayetteville,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[ORGANIZATION], [ORGANIZATION]. For services to [PERSON]. [PERSON], [PERSON] PERSON0.",fayetteville,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DATE0 is different than [LOCATION] because of the amount of homeless people that [ORGANIZATION] is serving, said [ORGANIZATION], one of the [ORGANIZATION] area commanders of [ORGANIZATION]. Volunteers at shelters in [ORGANIZATION] and [PERSON] have to serve more meals because of the increase in the number of people.",fayetteville,"provide a fact or claim, provide an observation",,,"[]
racist: [No]
Reasoning: The comment provides factual claims",No,The comment provides factual claims,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment provides factual claims",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"[PERSON] staff is nearing completion of a draft ordinance intended to shape future growth and create more affordable housing stock in the growing [ORGANIZATION], [ORGANIZATION] reported.",fayetteville,provide a fact or claim,,solutions/interventions,"[]
racist: [No]
Reasoning: The text reports factual information about a draft ordinance aimed at creating affordable housing, which serves as a solution to homelessness-related issues, with no critiques, perceptions, opinions, or racial elements present.",No,"The text reports factual information about a draft ordinance aimed at creating affordable housing, which serves as a solution to homelessness-related issues, with no critiques, perceptions, opinions, or racial elements present.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The text reports factual information about a draft ordinance aimed at creating affordable housing, which serves as a solution to homelessness-related issues, with no critiques, perceptions, opinions, or racial elements present.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"[ORGANIZATION] reported that the Vida Thrive 5K Run and Walk at [ORGANIZATION] drew more than 600 participants and raised 16,000 for the citys homeless.",fayetteville,provide a fact or claim,,solutions/interventions,"[]
racist: [No]
Reasoning: The content reports factual details about a fundraising event for homelessness support, without questions, opinions, critiques, or perceptions; it highlights a charitable intervention with no racial elements.",No,"The content reports factual details about a fundraising event for homelessness support, without questions, opinions, critiques, or perceptions; it highlights a charitable intervention with no racial elements.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The content reports factual details about a fundraising event for homelessness support, without questions, opinions, critiques, or perceptions; it highlights a charitable intervention with no racial elements.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"We re in the business of taking care of the communities were privileged to serve, and in that spirit, were proud to help New Yorkers in need through [ORGANIZATION]",fayetteville,express their opinion,,solutions/interventions,"[]
Racist: [No]
Reasoning: The comment expresses pride in community service and helping those in need via an organization, which aligns with opinion expression and mentions a supportive intervention; no critiques, perceptions, or racial elements are present.",No,"The comment expresses pride in community service and helping those in need via an organization, which aligns with opinion expression and mentions a supportive intervention; no critiques, perceptions, or racial elements are present.","Comment Type: [express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The comment expresses pride in community service and helping those in need via an organization, which aligns with opinion expression and mentions a supportive intervention; no critiques, perceptions, or racial elements are present.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"During [ORGANIZATION], [ORGANIZATION] can only look forward to meals provided by different religious organizations and homeless shelters in [ORGANIZATION] because he has no one with whom to celebrate [ORGANIZATION], he said.",fayetteville,"provide a fact or claim, provide an observation",,solutions/interventions,"[personal interaction]
Racist: [No]
Reasoning: The comment describes a specific homeless individual's holiday experience, providing factual details and observations about his isolation, while noting supportive meals from organizations as interventions; it involves direct personal context without bias or critique.",No,"The comment describes a specific homeless individual's holiday experience, providing factual details and observations about his isolation, while noting supportive meals from organizations as interventions; it involves direct personal context without bias or critique.","Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
Racist: [No]
Reasoning: The comment describes a specific homeless individual's holiday experience, providing factual details and observations about his isolation, while noting supportive meals from organizations as interventions; it involves direct personal context without bias or critique.",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"Dr PERSON0. For services to [PERSON] and to the community in [ORGANIZATION], [PERSON], particularly during [ORGANIZATION] [ORGANIZATION], [PERSON]",fayetteville,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Economy and to the community in [ORGANIZATION], [ORGANIZATION], [ORGANIZATION] for services to [PERSON], lately [ORGANIZATION], [ORGANIZATION] for services to the Maritime [ORGANIZATION]tor PERSON2, for services to the community in [ORGANIZATION], [PERSON], [PERSON], ORG2 and Programme Director, ORG3 for services to Children and Young People Dr PERSON4, Chair of ORG4, [ORGANIZATION], for services to [ORGANIZATION] in [PERSON], Chair and Boat Manager, [PERSON], for services to ORG7 and to the community in GPE4 Prof PERSON6, Prof of Musculoskeletal Pathology, [ORGANIZATION] and ORG9, for services to [ORGANIZATION], Director, [ORGANIZATION]0 and [ORGANIZATION] services to the Environment PERSON8, Co-chair, [ORGANIZATION] for services to [LOCATION] in [ORGANIZATION], [PERSON] and [ORGANIZATION] Officer, [ORGANIZATION]1, for services to the Technology [ORGANIZATION]tor PERSON10, [PERSON], [ORGANIZATION]2, for services to [ORGANIZATION]3 PERSON11, [PERSON], for services to [ORGANIZATION]4 PERSON12, Project Manager, [PERSON] and [PERSON] for services to the community in GPE7, particularly during Covid-19 [PERSON], Pte [ORGANIZATION] to [ORGANIZATION], [ORGANIZATION]5 and [ORGANIZATION]6 PERSON14, [ORGANIZATION], [ORGANIZATION]7 for Public Service PERSON15, for services to the Economy and to the community in [LOCATION], [PERSON] for [ORGANIZATION]8, for services to [ORGANIZATION] PERSON17, [PERSON], Homeless Period [LOCATION] for services to [ORGANIZATION]9 PERSON18, for services to [ORGANIZATION] and to the community in GPE9 PERSON19, [ORGANIZATION] Officer, [ORGANIZATION], for services to the community in [ORGANIZATION]0 and [ORGANIZATION]1 Prof PERSON20, [PERSON] of ORG21 and Prof of Nursing and [ORGANIZATION], ORG22, for services to ORG23 and [PERSON] PERSON21, for services to the community in [LOCATION] PERSON22, [PERSON], Hair by PERSON23 for services to ORG25 PERSON24, Student Engagement and [ORGANIZATION], ORG26, [ORGANIZATION]2, Gt [ORGANIZATION]3 for services to [ORGANIZATION] PERSON25, for services to the community in [ORGANIZATION]4 and [ORGANIZATION]5, [ORGANIZATION]6 PERSON26, lately Deputy [LOCATION], [ORGANIZATION]7, [ORGANIZATION]8, for services to ORG27 and to the community in [ORGANIZATION]9 GPE20, for services to [ORGANIZATION] PERSON27, [ORGANIZATION], Life Lines and Intensive Care Consultant, ORG29, for services to the ORG30 during DATE0 PERSON28, [PERSON] and [ORGANIZATION] Officer, ORG31, for services to Business and to [ORGANIZATION] PERSON29, Director, [ORGANIZATION] for services to the Railway and to the ORG30 during [ORGANIZATION], Vice-Chair and Director of [ORGANIZATION], ORG32, for services to People with Rare Diseases Prof PERSON30, lately Director of [PERSON], ORG33, for services to [PERSON] and Wellbeing PERSON31, [ORGANIZATION], ORG34, for Public Service PERSON32, [ORGANIZATION], [ORGANIZATION] for services to [ORGANIZATION] PERSON33, [PERSON], ORG35 for services to [ORGANIZATION] PERSON34, for services to the community in GPE21 and Bury, Gt [ORGANIZATION]3 [PERSON] PERSON35, lately Gov, FAC0, GPE23, GPE24, for services to [ORGANIZATION] Dr PERSON36, [PERSON], ORG36, ORG37, GPE25, for services to [ORGANIZATION] PERSON37, [PERSON], ORG38, for services to",fayetteville,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"People tend to donate and volunteer more during [ORGANIZATION], [LOCATION], said [ORGANIZATION], site coordinator at [ORGANIZATION]. The shelter needs people to donate supplies for [ORGANIZATION], including coats, blankets and sleeping bags.",fayetteville,"provide a fact or claim, provide an observation, express others opinions",,solutions/interventions,"[]
racist: [No]
Reasoning: The comment shares a quoted observation and fact about increased donations/volunteering during certain times, attributes it to another's view, and highlights specific intervention needs like donating supplies, without critiques, perceptions, or racial bias.",No,"The comment shares a quoted observation and fact about increased donations/volunteering during certain times, attributes it to another's view, and highlights specific intervention needs like donating supplies, without critiques, perceptions, or racial bias.","Comment Type: [provide a fact or claim, provide an observation, express others opinions]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment shares a quoted observation and fact about increased donations/volunteering during certain times, attributes it to another's view, and highlights specific intervention needs like donating supplies, without critiques, perceptions, or racial bias.",0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
