city,Deidentified_paragraph,ask a genuine question,ask a rheorical question,provide a fact or claim,provide an observation,express their opinion,express others opinions,money aid allocation,government critique,societal critique,solutions/interventions,personal interaction,media portrayal,not in my backyard,harmful generalization,deserving/undeserving,racist
scranton,"Tickets for [ORGANIZATION], which is the centers biggest fundraiser of [ORGANIZATION], are 75, available through ORG1. The event benefits ORG2 safe housing program, which prioritizes emergency housing options for adults and children who are in immediate danger, or are in a potentially dangerous situation or homeless due to the violence.",0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0
scranton,"[ORGANIZATION] Times58 Homeless families living in vehicles are filling this quiet [ORGANIZATION] neighborhood. [PERSON], who heads countys [ORGANIZATION], is leaving position. GPE2 [PERSON] for GPE3 to mimic ORG2 safe drug-use sites.",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
scranton,"The nonprofit can still offer its transitional housing program to new mothers who become homeless for the rest of [ORGANIZATION] but is looking for long-term solutions after that, said [PERSON], [LOCATION], [ORGANIZATION] CEO.",0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0
scranton,"[ORGANIZATION], [ORGANIZATION] And how far away are all the homeless and the thugs and the needles on the [STREET]?",3,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1
scranton,"Conclusions The current findings provide evidence that childhood housing insecurity and prenatal air pollution exposure, two ubiquitous environmental insults, have unique and convergent effects on adolescent depression and hippocampal structure. These findings are consistent with previous studies establishing associations between depression and both housing insecurity and air pollution exposure.",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
scranton,"Those include 10 billion in infrastructure for transportation projects, including transit. But hes also focused on goals that include school funding to deal with learning gaps and mental health issues with the pandemic, and money to reduce homelessness and provide affordable housing. [ORGANIZATION] said one of his priorities is ensuring the 15 billion pledged for climate DATE0 gets rolled out as promised.",0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0
scranton,--Are you set for food? Do you rely on [ORGANIZATION] for nourishment and company? A soup kitchen? A food pantry?,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scranton,Homeless in [ORGANIZATION],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
scranton,"Contrary to what [ORGANIZATION] said, the state has introduced and passed bond measures and had approved billions for housing at thecityand state level over [ORGANIZATION] to try to get at the problem. Voters approved a 3 billion statewide bond measure in [LOCATION] for low-income housing though then-Gov. [PERSON] didturn down a requestby mayors that he declare a state of emergency on homelessness.",0,0,3,0,0,0,2,2,0,2,0,0,0,0,0,0
scranton,"DATE0--Three nonprofits that run programs designed to help homeless veterans, battered women and new mothers get back on their feet are still looking for answers after learning [ORGANIZATION] they lost a combined 400,328 in federal funding.",0,0,3,0,0,0,3,1,0,1,0,0,0,0,0,0
scranton,"In his press conference unveiling his plan [ORGANIZATION], [ORGANIZATION] said [ORGANIZATION] was an effort to break the pattern that leaves people without hope and cycling repeatedly through homelessness and incarceration. This is a new approach to stabilize people with the hardest-to-treat behavioral health conditions.",0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0
scranton,"He claimed there was no state strategy to tackle the housing crisis [ORGANIZATION], but all that has changed.",0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0
fayetteville,"[ORGANIZATION] has no activities to help the homeless at the moment, but officials are discussing working with ORG1 to help shelters, said [ORGANIZATION], president of the temple, in an email.",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
fayetteville,"Compliance and Investigation Officer, [ORGANIZATION]. For services to [PERSON] in [ORGANIZATION]. [ORGANIZATION], [PERSON].",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fayetteville,"Close to [ADDRESS] to live, according to a previous article published in [ORGANIZATION]. ORG2 officials opened two emergency cold weather shelters early to help house the people who were living on that property.",0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0
fayetteville,"PERSON0. [ORGANIZATION], [ORGANIZATION]. For services to [PERSON]. [PERSON], [PERSON]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fayetteville,"PERSON0. Chief Executive, [ORGANIZATION]. For services to [ORGANIZATION]. [ORGANIZATION], [ORGANIZATION]shire",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
fayetteville,"PERSON0. [ORGANIZATION], [ORGANIZATION]. For services to [ORGANIZATION]. [ORGANIZATION], [ORGANIZATION]",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
fayetteville,"Helping the needy is a command in the [PERSON], both materially and spiritually. This includes donating money and food and giving in a [STREET] that preserves a homeless persons dignity, according to [PERSON] speech, [ORGANIZATION] to End Poverty.",0,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0
fayetteville,"[ORGANIZATION], [ORGANIZATION], who has spent [PERSON] of his life homeless, wants a [STREET] to live above all else, he said.",0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0
fayetteville,"[ORGANIZATION] and [ORGANIZATION], [ORGANIZATION] for services to [ORGANIZATION], [PERSON], ORG2 for services to [PERSON] and to the community in [ORGANIZATION] PERSON1, Domestic Abuse Advocate for services to [ORGANIZATION], for services to the community in [ORGANIZATION], GPE2 of Merton, particularly during [ORGANIZATION], [ORGANIZATION] Manager, [ORGANIZATION], ORG3 for services to [ORGANIZATION], Artistic Director and Conductor, [LOCATION] for services to [ORGANIZATION], Head of Safety and [ORGANIZATION]urity, [ORGANIZATION] for services to [ORGANIZATION], [ORGANIZATION], ORG6 for services to [PERSON] in GPE3 PERSON8, Technical Support Partner, ORG7 for services to the community in [ORGANIZATION], lately [ORGANIZATION], ORG8 for services to the ORG9 PERSON10, Programme and Policy Manager, ORG10, [ORGANIZATION] for services to [ORGANIZATION] PERSON11, Station Manager, [PERSON] and FAC0, [ORGANIZATION] ern Railway for services to [ORGANIZATION] PERSON12, for services to [ORGANIZATION] [ORGANIZATION] Reginald Roy Pierce, lately [ORGANIZATION], ORG13, ORG14 for services to [ORGANIZATION] [PERSON], [PERSON], [PERSON] and [PERSON] for services to [ORGANIZATION] and to Medicine PERSON14, for voluntary services to the community in [PERSON] PERSON15, Community Engagement Manager, ORG16 for services to [ORGANIZATION] and to Charity in LOC0 PERSON16, Head of Nursing for [ORGANIZATION] and New Roles, ORG9 [LOCATION] for services to Nursing PERSON17, [ORGANIZATION], ORG18 for services to ORG19 and to the community in [LOCATION] PERSON18, [LOCATION], ORG21, ORG22 for services to ORG23 PERSON19, Deputy Head of [ORGANIZATION], ORG3 for services to [ORGANIZATION] PERSON20, for services to [ORGANIZATION] and Remembrance PERSON21, [PERSON] and [ORGANIZATION], [PERSON] for services to [ORGANIZATION] and to Refugees PERSON22, for services to [ORGANIZATION] and to the community in LOC2 PERSON23, for services to [ORGANIZATION] in GPE7 PERSON24, [PERSON] for charitable services to the community in [PERSON], for services to [PERSON] and to the community in [LOCATION], GPE9, particularly during DATE1 PERSON26, for services to [PERSON] and to the community in [LOCATION], GPE9, particularly during [ORGANIZATION] PERSON27, [ORGANIZATION], Patient and [ORGANIZATION], [PERSON] ORG26 Trust for services to ORG26 PERSON28, Head of Prosecutions, GPE9 Police for services to Policing PERSON29, Co-[PERSON] and Owner, [ORGANIZATION] services to Business and to the Voluntary [ORGANIZATION]tor in [ORGANIZATION]0 and [ORGANIZATION] PERSON30, [PERSON] and [ORGANIZATION], Give a Dog a Boneand an Animal a Home for services to Charity and to [ORGANIZATION] in Older People in [ORGANIZATION]1 PERSON31, for services to the Environment in [ORGANIZATION]2 PERSON32, for services to the community in [ORGANIZATION]3, [ORGANIZATION]4 PERSON33, for services to [ORGANIZATION] and to Diversity PERSON34, for services to ORG28 and to the community in [ORGANIZATION]5 and [ORGANIZATION]6, [ORGANIZATION]7 PERSON35, for services to the community in [ORGANIZATION]8, [ORGANIZATION]0 PERSON36, [PERSON], ORG29 for services to [ORGANIZATION] PERSON37, Strategy and Protocol Project Manager, ORG3 for services to [ORGANIZATION] PERSON38, [ORGANIZATION], [ORGANIZATION], Administrator and [ORGANIZATION] Ambassador for services to Pickleball [PERSON], for services to the community through the ORG30 in [ORGANIZATION]9, GPE20 PERSON39, Paralympic Wheelchair Tennis Player for services to Sport PERSON40, [PERSON] and Director, ORG31 for services to [PERSON] PERSON41, lately Head of ORG32, [ORGANIZATION] to ORG34 PERSON42, for services to ORG35 and to ORG36 PERSON43, [ORGANIZATION] for services to ORG28 PERSON44, for services to ORG37 and to the community in [ORGANIZATION]7 [PERSON], Researcher for voluntary service to [ORGANIZATION] and their Families PERSON46, for services to Music and to Charity PERSON47, for services to the community in GPE21, Staffordshire particularly during Covid-19 PERSON48, Boxing [ORGANIZATION] and Official for services to Amateur Boxing in GPE22 PERSON49, for services to [ORGANIZATION] in [PERSON], for services to ORG38 Stead, Leader, ORG39 for services to [PERSON] in GPE23, GPE24 PERSON51, for voluntary services to Swimming in GPE7 PERSON52, [PERSON], Teacher and Conductor for services to [LOCATION], for services to [ORGANIZATION] PERSON54, Director, [PERSON] and Project Manager, [LOCATION]0 for services to [ORGANIZATION] PERSON55, lately [ORGANIZATION], [LOCATION]1 for services to [PERSON] and to the community in GPE25 and GPE26 PERSON56, Emergency Response [PERSON], [LOCATION]2 for services to [ORGANIZATION] PERSON57 PERSON58, Director, GPE27 and [ORGANIZATION] and [ORGANIZATION] for services to the community in GPE28 PERSON59, for services to [LOCATION]3 and to the community in GPE29, [PERSON] PERSON60, [PERSON] and lately [ORGANIZATION], [LOCATION]4 for services to Fundraising for the ORG9 and to the community in GPE31, GPE32 of Yorkshire PERSON61, lately Manager, [LOCATION]5, [ORGANIZATION], [ORGANIZATION]2 for services to [ORGANIZATION] Ernest Reginald [ORGANIZATION]5, for services to [LOCATION]6, [PERSON] during [ORGANIZATION] PERSON63, [PERSON] and [ORGANIZATION] Officer, [LOCATION]7 for services to Charity PERSON64, lately [LOCATION]8, [LOCATION]9 for services to [PERSON] and to the community in GPE34 PERSON65, lately [ORGANIZATION]0, [ORGANIZATION]1 for services to [ORGANIZATION] during DATE1 PERSON66, [ORGANIZATION], GPE35 GPE36 for services to Conservation and Wildlife PERSON67, for services to the community in [LOCATION], [PERSON], [ORGANIZATION], [ORGANIZATION]2 for services to [ORGANIZATION] PERSON69, Member, [ORGANIZATION]3, [ORGANIZATION]4 for services to [PERSON] in GPE39 PERSON70, President, GPE40, GPE41 and GPE42, [LOCATION]2 for voluntary service to [ORGANIZATION]5 PERSON71, Team Leader, [ORGANIZATION]6 for services to [ORGANIZATION]7 PERSON72, for services to the community in GPE43, [PERSON], Swimming [ORGANIZATION] for services to Swimming and to the community in [LOCATION], GPE39 PERSON74",0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
fayetteville,"[PERSON] staff is nearing completion of a draft ordinance intended to shape future growth and create more affordable housing stock in the growing [ORGANIZATION], [ORGANIZATION] reported.",0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0
fayetteville,"Sen. [PERSON] is indeed the best [PERSON]. The Van, which supported the dignity of our homeless population even through the pandemic by helping them secure essentials like clothes, food and toothpaste, deserves accolades and support. Discoverys reign as the best gay bar should not and has not been challenged.",0,0,3,0,3,0,1,0,0,2,0,0,0,0,0,0
fayetteville,"[PERSON]. For services to [PERSON] and to the community in [ORGANIZATION], [ORGANIZATION], particularly during DATE0 [ORGANIZATION], [ORGANIZATION] Dr PERSON1. For services to [PERSON] and to the community in [ORGANIZATION], [ORGANIZATION], particularly during DATE0 [ORGANIZATION], [ORGANIZATION] PERSON2.",0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
fayetteville,"A [ORGANIZATION] police raid on PERSON0 [PERSON] farmhouse caused a 150,000 mess when sheriffs deputies and [ORGANIZATION] officers rescued it from a trespassing homeless man - with the massive destruction leading to PERSON1 lawsuit announced in [LOCATION]. The misdemeanant helped himself to an ice cream bar, some milk and half a tomato, but was otherwise unarmed however, by the time the police standoff ended, the crime scene included more than 50 cop cars, a ORG1 team and backups, two helicopters, standby ambulances, a police robot, and a crisis negotiation team. Windows, walls and wrought-iron doors were destroyed tear gas and a flash bomb were employed. ORG2 suspects that the farmhouses isolation enticed police to decide that it presented an excellent training opportunity.",0,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0
fayetteville,"[ORGANIZATION], [ORGANIZATION]. For services to [PERSON]. [PERSON], [PERSON] PERSON0.",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fayetteville,"Executive for services to [ORGANIZATION], [ORGANIZATION], [ORGANIZATION] in [ORGANIZATION] for services to [ORGANIZATION] Dr PERSON1, Volunteers Co-ordinator, ORG2 for services to [ORGANIZATION], [PERSON], ORG3 for services to [ORGANIZATION] by [ORGANIZATION], [LOCATION], [LOCATION] for services to ORG5 PERSON4, Town Manager, [PERSON], GPE2 and [PERSON] and Deputy Chair, ORG6, [ORGANIZATION] of [PERSON] and [PERSON] for services to [ORGANIZATION] PERSON5 PERSON6, for services to the community in [ORGANIZATION], [PERSON] in Forensic Imaging, ORG7 for services to Forensic Investigations PERSON8, Policy Manager, [ORGANIZATION] for services to Equality in GPE7 PERSON9 PERSON10, [ORGANIZATION] and Artistic Director, ORG9 for services to the [ORGANIZATION] and to Marginalised [PERSON] in GPE8 Lt-Col Rtd PERSON11, Staff Officer, [ORGANIZATION]0, [ORGANIZATION]1 for services to the [ORGANIZATION]2 and to [ORGANIZATION], [ORGANIZATION] for services to [ORGANIZATION] PERSON13 PERSON14, lately Voluntary [ORGANIZATION] Officer, [LOCATION] FAC0 for services to ORG37, to the [ORGANIZATION] and to the community in [LOCATION], GPE6 PERSON15, [ORGANIZATION] and Culture Director, [ORGANIZATION]3 for services to the [ORGANIZATION] and Technology Industry PERSON16, [ORGANIZATION], [ORGANIZATION]4 for services to [ORGANIZATION] and to [ORGANIZATION] PERSON17, lately Head of [ORGANIZATION], [ORGANIZATION]5 and [PERSON], [ORGANIZATION]6 for services to [ORGANIZATION]7 in [PERSON]0 PERSON18, for services to ORG37 Reverend PERSON19, [PERSON] and [ORGANIZATION] Officer, [ORGANIZATION]8 for services to [ORGANIZATION]9 PERSON20, [ORGANIZATION], One Million Meals for services to the [ORGANIZATION] and to the community in [PERSON]1, [PERSON] of [ORGANIZATION] PERSON21, lately [ORGANIZATION], ORG21 and Chair, Master Ropemakersfor services to ORG22 and to the Charitable Sector PERSON22, [ORGANIZATION], ORG23 for services to [PERSON] and to ORG37 in [PERSON]3, [PERSON]4 PERSON23, [ORGANIZATION], ORG23 for services to [PERSON] and to ORG37 in [PERSON]3, [PERSON]4 PERSON24, [ORGANIZATION] Officer, [PERSON] for services to [ORGANIZATION] PERSON25, ORG25 [PERSON], ORG26, Guys and [PERSON] [ORGANIZATION] Foundation Trust for services to [ORGANIZATION], for services to Journalism and to Diversity in the Broadcasting Industry [PERSON], Director, ORG28 for services to [PERSON], [ORGANIZATION], [PERSON]5 Teaching Hospitals [ORGANIZATION] Trust, and [PERSON] and [PERSON], ORG29 for services to [ORGANIZATION] PERSON29, [ORGANIZATION] Manager, [ORGANIZATION] for services to [ORGANIZATION] PERSON5 PERSON30, [LOCATION], [ORGANIZATION] National Chair, ORG31 for services to the Economy and to ORG37 in [PERSON]6 PERSON31, Police Staff, ORG32 for services to [LOCATION] Dr PERSON32, [PERSON], Whittington Health [ORGANIZATION] Trust for services to [ORGANIZATION] PERSON33, lately [ORGANIZATION] Member, National Assembly for [PERSON]6 for Political and Public Service PERSON34, [PERSON] Advanced Nurse Practitioner, [ORGANIZATION] Highland for services to Nursing in Rural GPE7 Dr PERSON35, [ORGANIZATION], ORG36 for services to ORG37 and to ORG38 PERSON36 PERSON37, for services to [ORGANIZATION] PERSON38, Speaker and [PERSON] for services to People with HIV PERSON39, for services to [ORGANIZATION] PERSON40, Team [PERSON]er, [ORGANIZATION]1 for services to Defence PERSON41, [ORGANIZATION] and Director, ORG39 and [PERSON], [LOCATION]0, [LOCATION]1 for services to the Environment PERSON42, Head of [ORGANIZATION] Comms, Dept for [LOCATION]2 for services to Government Comms PERSON43, for services to [LOCATION]3 PERSON44, [ORGANIZATION], FAC1 for services to [PERSON] in [PERSON]7 Dr PERSON45, for voluntary and charitable services to the community in GPE7 PERSON46, [ORGANIZATION], [PERSON]8 Police for services to [LOCATION] and to [ORGANIZATION] PERSON47, Chair, [LOCATION]4, [LOCATION]5 for services to Equestrianism and to ORG37 PERSON48, lately [ORGANIZATION], [LOCATION]6",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
fayetteville,"DATE0 is different than [LOCATION] because of the amount of homeless people that [ORGANIZATION] is serving, said [ORGANIZATION], one of the [ORGANIZATION] area commanders of [ORGANIZATION]. Volunteers at shelters in [ORGANIZATION] and [PERSON] have to serve more meals because of the increase in the number of people.",0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
fayetteville,"[PERSON] staff is nearing completion of a draft ordinance intended to shape future growth and create more affordable housing stock in the growing [ORGANIZATION], [ORGANIZATION] reported.",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
fayetteville,"We re in the business of taking care of the communities were privileged to serve, and in that spirit, were proud to help New Yorkers in need through [ORGANIZATION]",0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0
fayetteville,"During [ORGANIZATION], [ORGANIZATION] can only look forward to meals provided by different religious organizations and homeless shelters in [ORGANIZATION] because he has no one with whom to celebrate [ORGANIZATION], he said.",0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0
fayetteville,"[ORGANIZATION] reported that the Vida Thrive 5K Run and Walk at [ORGANIZATION] drew more than 600 participants and raised 16,000 for the citys homeless.",0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0
fayetteville,"Dr PERSON0. For services to [PERSON] and to the community in [ORGANIZATION], [PERSON], particularly during [ORGANIZATION] [ORGANIZATION], [PERSON]",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fayetteville,"People tend to donate and volunteer more during [ORGANIZATION], [LOCATION], said [ORGANIZATION], site coordinator at [ORGANIZATION]. The shelter needs people to donate supplies for [ORGANIZATION], including coats, blankets and sleeping bags.",0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0
fayetteville,"After the eviction of a homeless encampment [ORGANIZATION], there is an increased need for religious charity [ORGANIZATION].",0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0
fayetteville,"PERSON0. [ORGANIZATION] [ORGANIZATION], [ORGANIZATION] and [LOCATION], [PERSON]. For services to ORG2. [ORGANIZATION]",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fayetteville,"[ORGANIZATION] Member [PERSON] and I are also working to improve services to our women veterans. Our [PERSON] legislation would eliminate barriers to care and services that many women veterans face and would help to ensure the [ORGANIZATION] could address the needs for women, which is so critical because they are more likely to face homelessness, unemployment, and to go without needed healthcare. We are pleased to have the support of the ORG1 for this important legislation.",0,0,3,0,2,2,0,0,0,2,0,0,0,0,1,0
fayetteville,"PERSON0. For services to [PERSON] and to the community in [ORGANIZATION], [PERSON], particularly during [ORGANIZATION] [ORGANIZATION], [PERSON]",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fayetteville,"Economy and to the community in [ORGANIZATION], [ORGANIZATION], [ORGANIZATION] for services to [PERSON], lately [ORGANIZATION], [ORGANIZATION] for services to the Maritime [ORGANIZATION]tor PERSON2, for services to the community in [ORGANIZATION], [PERSON], [PERSON], ORG2 and Programme Director, ORG3 for services to Children and Young People Dr PERSON4, Chair of ORG4, [ORGANIZATION], for services to [ORGANIZATION] in [PERSON], Chair and Boat Manager, [PERSON], for services to ORG7 and to the community in GPE4 Prof PERSON6, Prof of Musculoskeletal Pathology, [ORGANIZATION] and ORG9, for services to [ORGANIZATION], Director, [ORGANIZATION]0 and [ORGANIZATION] services to the Environment PERSON8, Co-chair, [ORGANIZATION] for services to [LOCATION] in [ORGANIZATION], [PERSON] and [ORGANIZATION] Officer, [ORGANIZATION]1, for services to the Technology [ORGANIZATION]tor PERSON10, [PERSON], [ORGANIZATION]2, for services to [ORGANIZATION]3 PERSON11, [PERSON], for services to [ORGANIZATION]4 PERSON12, Project Manager, [PERSON] and [PERSON] for services to the community in GPE7, particularly during Covid-19 [PERSON], Pte [ORGANIZATION] to [ORGANIZATION], [ORGANIZATION]5 and [ORGANIZATION]6 PERSON14, [ORGANIZATION], [ORGANIZATION]7 for Public Service PERSON15, for services to the Economy and to the community in [LOCATION], [PERSON] for [ORGANIZATION]8, for services to [ORGANIZATION] PERSON17, [PERSON], Homeless Period [LOCATION] for services to [ORGANIZATION]9 PERSON18, for services to [ORGANIZATION] and to the community in GPE9 PERSON19, [ORGANIZATION] Officer, [ORGANIZATION], for services to the community in [ORGANIZATION]0 and [ORGANIZATION]1 Prof PERSON20, [PERSON] of ORG21 and Prof of Nursing and [ORGANIZATION], ORG22, for services to ORG23 and [PERSON] PERSON21, for services to the community in [LOCATION] PERSON22, [PERSON], Hair by PERSON23 for services to ORG25 PERSON24, Student Engagement and [ORGANIZATION], ORG26, [ORGANIZATION]2, Gt [ORGANIZATION]3 for services to [ORGANIZATION] PERSON25, for services to the community in [ORGANIZATION]4 and [ORGANIZATION]5, [ORGANIZATION]6 PERSON26, lately Deputy [LOCATION], [ORGANIZATION]7, [ORGANIZATION]8, for services to ORG27 and to the community in [ORGANIZATION]9 GPE20, for services to [ORGANIZATION] PERSON27, [ORGANIZATION], Life Lines and Intensive Care Consultant, ORG29, for services to the ORG30 during DATE0 PERSON28, [PERSON] and [ORGANIZATION] Officer, ORG31, for services to Business and to [ORGANIZATION] PERSON29, Director, [ORGANIZATION] for services to the Railway and to the ORG30 during [ORGANIZATION], Vice-Chair and Director of [ORGANIZATION], ORG32, for services to People with Rare Diseases Prof PERSON30, lately Director of [PERSON], ORG33, for services to [PERSON] and Wellbeing PERSON31, [ORGANIZATION], ORG34, for Public Service PERSON32, [ORGANIZATION], [ORGANIZATION] for services to [ORGANIZATION] PERSON33, [PERSON], ORG35 for services to [ORGANIZATION] PERSON34, for services to the community in GPE21 and Bury, Gt [ORGANIZATION]3 [PERSON] PERSON35, lately Gov, FAC0, GPE23, GPE24, for services to [ORGANIZATION] Dr PERSON36, [PERSON], ORG36, ORG37, GPE25, for services to [ORGANIZATION] PERSON37, [PERSON], ORG38, for services to",0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0
fayetteville,"Voluntary Youth Organisations for services to [PERSON] in [ORGANIZATION] PERSON0 [PERSON], for services to [ORGANIZATION] in Sport PERSON2, for services to [ORGANIZATION] and to [PERSON] in [PERSON] PERSON3, [ORGANIZATION], [ORGANIZATION] and Co-[ORGANIZATION] and Director, [ORGANIZATION] for services to ORG29 and to the community in [LOCATION], [ORGANIZATION], ORG2 for services to Tourism and [PERSON], for voluntary service to Children with Special Needs and their [ORGANIZATION] in [PERSON], [ORGANIZATION] Officer, ORG3 for services to [ORGANIZATION], [LOCATION], [ORGANIZATION] PERSON8, [ORGANIZATION], ORG6 for services to [ORGANIZATION], [ORGANIZATION], ORG7 for services to Homeless People Dr [PERSON]0, [ORGANIZATION], [ORGANIZATION] for services to [ORGANIZATION] [PERSON]1, [ORGANIZATION] and [ORGANIZATION], ORG9 for services to Charity and to Disadvantaged People [PERSON]2, Head of City Operations, [ORGANIZATION]0 for services to [ORGANIZATION] [PERSON]3 [PERSON]4, [ORGANIZATION]1, [ORGANIZATION] and [ORGANIZATION]3 Society of [PERSON] for services to [ORGANIZATION]3, to Charity and to the community in [PERSON] [PERSON]5 [PERSON]6, [PERSON], [ORGANIZATION]4 for services to [ORGANIZATION]5 and to the community in GPE4 and [PERSON] [PERSON]7, [PERSON] and [ORGANIZATION], [ORGANIZATION], GPE42Beijing for services to [ORGANIZATION]7 [PERSON]8, [PERSON], [ORGANIZATION]8, GPE6 and [ORGANIZATION]9 for services to ORG20 [PERSON]9, [PERSON], ORG21 PERSON20, ORG22, ORG23 for services to [ORGANIZATION] PERSON21, [PERSON], [ORGANIZATION]8, GPE6 and [ORGANIZATION]9 for services to [ORGANIZATION], Co-[ORGANIZATION] and [LOCATION], ORG25 for services to [PERSON] PERSON23, Director, ORG26 for services to the Windrush Generation PERSON24, [PERSON], ORG27, [ORGANIZATION] for services to Children and [PERSON] with Special [ORGANIZATION]al Needs PERSON25, [ORGANIZATION] Officer, ORG28 for services to ORG29 and to the community in [PERSON] and [PERSON]0 PERSON26, Welfare Support Officer, ORG30 for services to Veterans in [PERSON]1 PERSON27, MC, Head of Testing, Exercising and [ORGANIZATION], ORG31 for services to [ORGANIZATION] [PERSON]3 PERSON28, lately [LOCATION], [ORGANIZATION], [ORGANIZATION] to ORG34 and to the community in [PERSON]2 and [PERSON]3 PERSON29, [ORGANIZATION] and [PERSON], ORG35 for services to Charity, to [PERSON] and to ORG36 PERSON30, [ORGANIZATION], ORG37 for services to Business and to Eng PERSON31, lately Head of [DATE], ORG38, [ORGANIZATION] for services to [ORGANIZATION] Dr PERSON32, lately Co-[ORGANIZATION], Parks Agency and Director, ORG39 for services to [LOCATION]0 PERSON33, [PERSON] and [ORGANIZATION], [PERSON] for services to [PERSON] PERSON34, lately Work ORG22 Team Leader, [LOCATION]1 for services to People with Autism PERSON35, [PERSON], [PERSON]4 Lough Sailability for services to [LOCATION]2 in [PERSON]5 PERSON36, [PERSON], [LOCATION]3 Infant and [ORGANIZATION], GPE8 of Hounslow for services to [ORGANIZATION] Dr PERSON37, lately [PERSON], [ORGANIZATION] Police for services to Policing PERSON38, [PERSON], [LOCATION]4, [PERSON]6, [PERSON]7 for services to [ORGANIZATION] PERSON39, [PERSON] for services to [LOCATION]5",0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
fayetteville,"[ORGANIZATION], [PERSON]. [ORGANIZATION], [PERSON] and [PERSON], ORG2 and [PERSON]. For services to [ORGANIZATION]. [PERSON].",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fayetteville,"step up to the plate the [STREET] we did [ORGANIZATION] when some of the homeless encampments cleared out, [ORGANIZATION] said. We just wouldnt have the resources to do it.",0,0,3,0,2,0,1,0,0,1,0,0,0,0,0,0
fayetteville,"PERSON0. Compliance and Investigation Officer, [ORGANIZATION]. For services to [PERSON] in [ORGANIZATION]. [ORGANIZATION], [PERSON]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
